id,source,source_id,question,answer,question_en,answer_en,created_at,updated_at
ad6998ba-7167-5ac2-9e99-f10420a71cf7,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-15,Q：【冥想】,A：选择休眠幻梦之树中的友方单位是【冥想】的额外可选费用，不是目标选择，不会触发幻梦之树的技能，不抽牌。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
6ca1222d-f4ea-5aca-8d82-36d71feaeeef,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-16,Q：【清理门户】,A：无论哪方使用【清理门户】，都不会触发幻梦之树的技能，因为【清理门户】没有目标选择，不抽牌。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
9c69b239-6f17-5aad-9042-a2e155011f05,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-17,Q：【控潮者】,A：打出【控潮者】时进行目标选择，【幻梦之树】的技能不会触发，因为这是一个技能，不抽牌。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
387a3d6e-d449-5efb-8c65-5643ddad5e5b,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-18,Q：【星落】【艾卡西亚暴雨】,"A：上述法术产生的触发式技能选择自已在【幻梦之树】中的单位，也不抽牌,因为这是触发式技能的目标选择，不是法术的自标选择。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
ccdaf86e-045c-59ab-b289-6b5bbef82850,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-19,Q：【艾卡西亚暴雨】【星落】和【星芒凝汇】分别是怎么结算的？ 【艾卡西亚暴雨】和【星落】,"A：在使用时不需要立刻选择目标,双方选手可以打出反应。结算时产生触发式技能,玩家此时选择目标(每个触发式技能单独选择自标、每个触发式技能单独计算法盾费用)，效果添加至结算链(玩家自已排列添加至结算链的顺序，倒序结算）。每结算完一个触发式技能，都会有一次清理。清理之后，双方选手可以在下一个触发式技能结算前继续往结算链中添加效果。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
9e474ead-1225-5562-a409-1d0c654bad30,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-20,Q：【艾卡西亚暴雨】【星落】和【星芒凝汇】分别是怎么结算的？ 【星芒凝汇】,A：在使用时，需要同时选择至多两个单位作为目标，双方选手在【星芒凝汇】结算前可以打出反应。结算完【星芒凝汇】后，2个单位在同一个清理时点被同时摧毁。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
b8911502-69a4-5572-beb7-f2b61ceba249,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-21,Q：（常见问题与解答第3条）,"A：受到多种效果影响的单位(如千尾监视者/烟幕弹/九尾妖狐等)战力如何计算?
参考官方FAQ，秉持先加后减原则。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
e5679f92-62c5-59ca-8548-6861dd41cc13,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-22,Q：【中娅沙漏】作为待命牌被翻开后，能否被反应？,A：【中娅沙漏】作为常驻牌，其打出行为无法被反应。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
bc247caf-2d70-5a65-a393-003d61b803a1,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-23,Q：某单位即将被摧毁时，【中娅沙漏】是否必定发动?,A：【中娅沙漏】的效果在满足条件时必定发动。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
6783f50d-163a-5c58-8bdf-490430242ad7,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-24,Q：战场A的【中娅沙漏】可以替代战场B中即将被摧毁的单位吗？,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
cc7e7683-93a1-5758-a3a8-5b3a3ef9c13f,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-25,Q：【艾卡西亚暴雨】是否可以再次摧毁【中娅沙漏】替代摧毁的单位？,"A：是的,玩家如果多次选择了同一个目标且伤害足够，这个单位会再次被【艾卡西亚暴雨】摧毁。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
a36842a8-9a8f-5cec-b7f6-c081b50fc11c,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-26,Q：同一场战斗伤害分配中多个单位被摧毁，【中娅沙漏】会替代哪个单位被摧毁?,A：多个单位同时被摧毁时，由【中娅沙漏】的控制者自选被替代摧毁的单位。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
e58d48f6-3ef8-580e-a4d1-7931d48c336b,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-27,Q：被【中娅沙漏】替代摧毁的单位是否保留其增益与战力加减状态?,A：保留。【中娅沙漏】替代了单位的摧毁，单位本身没有被摧毁过。所以上述全部保留。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
1ec2d48b-059b-5af1-81ee-da61d8700f92,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-28,"Q：【暗刃】的自标如果不处于战场或已被摧毁,应如何处理？",A：【暗刃】失去目标，结算后不会摧毁该单位，也不会抽牌。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
267c74e4-d24a-53fc-bf43-d0597d9390aa,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-29,Q：【暗刃】的自标如果被【中娅沙漏】沙漏替代摧毁，自标单位控制者是否还可以抽牌？,A：可以,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
9bf456a4-3b2a-5dee-8934-c532e10641be,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-30,Q：【坚毅不倒】不能防什么？,A：无法防止来自【食肉蛇藤】【决斗】【猛龙摆尾】【狂风绝息斩】的伤害。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
d9e84e8a-446f-5875-850c-ea1350859271,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-31,Q：完成征服时，单位的征服时技能和战场的征服时技能，谁先触发？,"A：同时点、同一控制者的效果由控制者自排触发顺序。
同时点、不同控制者的触发效果，按照回合顺序，回合玩家控制的先触发。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
d9709486-a7d6-5946-a8bc-0f345759b9b2,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-32,Q：假设我有名4战力单位，已受到3点伤害，此时对手打出【烟幕弹】／【“敲”诈】，它是否会被摧毁？,A：会。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
489b6f9e-7bf4-5915-8a7d-ca6506ab1c34,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-33,Q：【食肉蛇藤】的技能选中的单位因某个效果被移除出战场，【食肉蛇藤】是否还会与该单位相互造成伤害？,A：不会。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
a918f5eb-2c76-5e16-b3f5-dc543f273d8b,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-34,Q：【虚空之女】的技能是否可以用于支付打出法术时的法盾费用？,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
5fafea7d-f4c5-5b91-9882-3db3b1fcbb87,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-35,Q：若我的法术被对方使用【蔑视】/【风之障壁】等无效化，是否仍算打出卡牌?,"A：不算。若你打出的法术被无效化，视为没有打出：【拉文布鲁姆学生】不被触发,鼓舞也不会生效。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
e46d7387-930e-557d-8d6d-1cd19de65db4,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-36,Q：符文是否可以提前横置操作?,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
34becca6-9c72-55a8-a61c-254d8e67ec6a,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-37,Q：对方瞬息触发时，我是否可以打出反应？,A：可以,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
d18de24f-b1d0-5f22-8394-eaaed0f174c1,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-38,Q：拥有瞬息的【精灵】的瞬息效果被触发时，此战场中只有【精灵】一个单位，此处的待命牌(如【爆裂球果仙灵】）是否可以被打出？,A：可以，瞬息是触发式技能。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
cf38cc78-5efa-511c-83d2-898aca5872da,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-39,Q：此场地的效果是否包括了非标准的移动？,A：包括，所有移动均无法将基地作为目的地。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
3e07cb2a-382b-53a1-806e-6217a6a63351,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-40,Q：【德莱厄斯（崔法利）】,"A：②当这张牌作为本回合被我打出的第三张牌时,它是否可触发活跃及+2战力效果？
A:①可以。
②不可以。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
4678e623-bc64-54b8-8d89-fa8a48506834,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-41,Q：【烈阳徽记】,"A：Q【烈阳徽记】会召回场上的所有单位吗？
A：不会,仅召回本次战斗中的所有单位。",,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
bb694d3b-3598-5bb7-bc56-546f950ddabc,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-42,Q：针对随从，是在打出时选择位置，还是在结算时选择位置？,A：结算时。打出位置是打出随从时的选择，不是法术效果的选择。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
bc83fbfa-3cec-5add-ad44-a2a26b7dfd31,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-43,Q：在此游戏模式中，A与B发生战斗，C是否可以使用【天顶之刃】在此战场打入自已的单位？,A：不可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
e7dbd684-3461-5eb6-8beb-b57cdf2baa80,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-44,"Q：某单位进入一处开放战场,是否会开启法术对决",A：会。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
5de0557f-448c-53dd-88b1-9cf06471b130,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-45,Q：个已经被眩晕的单位，再次被指定为眩晕自标时，【曙光女神】的技能是否可以再次给予友方单位增益?,A：不可以。已经被眩晕的单位不可以再被眩晕。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
0fac0a32-a1cb-5dc1-969e-50c56883addf,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-46,Q：我打出的【虚空索敌】的目标离开战场(如【闪现】等效果)，我是否可以抽牌？,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
d9312087-af2b-5713-a098-52eaae4d23ab,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-47,Q：我的【虚空索敌】被无效化后，我是否可以抽牌？,A：不可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
3ab3fe52-26da-5dc3-8916-f6b3b3e212cf,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-48,Q：在对方已打出【坚毅不倒】的情况下，我打出【虚空索敌】，我是否可以抽牌?,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
696df710-3282-5862-a2c7-7be513a98e7c,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-49,Q：【祖安地沟】,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
56ce78d1-2ee5-5755-bbb8-18d5227fc95c,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-50,Q：我使用【暴走萝莉】卡组，当我征服了【祖安地沟】时，我的废牌堆中有【超究极死神飞弹！】，我是否可以自已排序触发技能先因【祖安地沟】弃置张手牌且抽一张牌后，再弃置因【祖安地沟】抽取的这张牌，让【超究极死神飞弹！】返回我的手牌？,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
f2aa7aa0-5716-539b-a130-c3b09da00276,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-51,Q：场上只有一方有单位，是否可以打出【清理门户】?若双方都没有单位呢？,A：可以。【清理门户】不做目标选择，故双方是否有单位不影响这张牌的打出。即使场上没有单位，也可以打出【清理门户】,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
39e529c3-bcbf-5c9c-a451-f06c0608a7b8,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-52,Q：若我选择摧毁此装备，是否可以从废牌堆中再将它回收？,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
e887c67d-428f-50b0-b9a2-37dc9ec83bad,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-53,Q：在对方的回合中，我是否可以作为防守方通过控制开放战场得分?,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
df545a27-9902-5641-a5d5-237b0726ea88,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-54,"Q：我通过横置【奥术先驱】打出1名随从,是否可以触发鼓舞?",A：不可以。鼓舞要求打出卡牌，随从不属于卡牌。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
2a72aed8-9f46-5cc0-9316-b87e8dd86896,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-55,Q：战斗中没有防守方单位后，进攻方的强攻是否仍然生效？,A：生效。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
cb665062-36a9-566f-b385-45255adb7609,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-56,"Q：若我打出闪耀极光后，直到翻至主牌堆最底部的一张卡牌也没有翻出单位卡牌,是否触发燃尽？",A：不触发。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
e2abd3f4-3e6e-5264-aad9-249d92ed783e,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-57,Q：我打出此牌时，是否可以只抽牌，不选择摧毁装备？,A：可以。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
325bc2cd-44b9-56e9-b243-30423d0f72ee,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-58,Q：在战斗中打出的【顺劈】赋予的强攻3在何时生效？,A：在【顺劈】结算后的清理阶段生效。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
d8632980-52f8-5041-bc52-3c13a17417d2,第一赛季区域公开赛-广州站赛后判例,1106492573155852293-59,Q：我打出此牌时，是否算作打出强力单位？,A：不算。,,,2025-08-29T10:36:18.000Z,2025-08-29T10:36:18.000Z
91877e86-4564-5cce-9dbd-8f66838af3b8,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-01,Q：遗漏触发,A：根据规则，选手多次遗漏同一条件的触发效果，将视为二般错误，受到警告判罚。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
1ab08e7a-26b7-53ab-bd76-8cf76cd04929,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-02,Q：游戏开始时没有放置选定英雄,"A：北京赛中，依然存在选手没有放置选定英雄的错误。我们再次提醒，遗忘放置选定英雄是
一个较为容易发现的游戏流程错
误，相关信息的缺失会导致比赛公平性受到影响。对局开始超过一回合时，任意选手声明某选手的选定英雄区没有放置卡
牌，裁判组将会裁定为单局败北。对手也将受到警告判罚。",,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
646b94d5-bea5-5c72-8684-5101115a2add,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-03,Q：（卡组检查）,"A：卡组检查时，选手备牌应为清晰的0或8张。若选手提交备牌至裁判时存在8张以外的卡牌，或从多于8张的卡牌中挑选
出8张备牌，将视为卡组卡表不一致。裁判组将根据情节严重程度给与单局败北及以上的判罚。
2．卡组检查时，选手卡表中没有备牌，但实际卡组中存在备牌的情况，裁判组将根据情节严重程度给与单局败北及以上的
判罚。且选手无法在本次比赛中使用备牌。若此情况多次发生，裁判组将视为作弊行为，给予取消比赛资格及以上的判
罚。",,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
a7f88ae8-2523-5c76-80f2-f015f1db09c3,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-04,Q：（赛事组温馨提示第2条）,"A：选手完成比赛核销后，将无法更改卡表内容。请选手在参赛前仔细核对填报的卡表信息与将在赛会中使用的卡组一致
另外，修改比赛卡表的功能在官方小程序“我的活动”中，请注意修改卡表后需要再次上传活动卡组，不要因此导致比赛
受到影响。

淘汰赛和直播桌区域除当前比赛选手和工作人员外，其他人员需要保持距离,否则将可能受到判罚。严禁在赛场中记录",,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
cc7526de-351d-56be-89a9-09b3d99ec79b,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-05,Q：（赛事组温馨提示第3条）,"A：拍摄、传播选手卡表、战术等信息,如有违规将可能导致严重判罚。
选手晋级16强后，每场对局都会有裁判1对1监督比赛全程。",,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
79b6d7c0-28c5-5728-89c0-89b831a0a71a,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-06,Q：（赛事组温馨提示第5条）,"A：时间。如不需要参与颁奖仪式，可向现场工作人员提出，完成离场手续后选手可自由行动。
赛季区域公开赛南部赛区（广州）赛后的相关判例也已于BiliBili符文战场官方账号和符文战场官方小程序",,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
93786030-4958-59fd-8d55-334a5854a368,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-07,Q：【天声震落】的效果结算与移动会中存在几次清理？,A：一次，在【天声震落】全部效果结算完成后执行。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
744182ca-0e4e-551b-a56e-ea14aa5bb053,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-08,Q：【沃利贝尔（雄浑巨力）】不在战场时，其技能能否被触发？,A：不能。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
be6c45fd-26a0-54b7-8001-0dd69df6856b,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-09,Q：我方【沃利贝尔（雄浑巨力）】在战场A时，对手将3个单位一起移动至战场B，我方抽几张牌？,A：一张。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
bbf46ecb-bdca-5854-92fe-7eaa3fc6789b,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-10,Q：我方【沃利贝尔（雄浑巨力）】在战场A时，对手将3个单位分别移动至战场B，我方抽几张牌?,A：三张。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
40c4d808-34be-5caf-b935-726574153ecb,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-11,Q：当前不存在战斗，对手移动单位进入空战场时，我能否打出加农炮幕。,A：可以，但不会造成实际效果。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
c07fc599-dd72-5a34-b9e5-c1b2c0272140,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-12,"Q：当我打出【大副】时,场上只存在对手的【奇亚娜（所向披靡）】，我是否必须选择将【奇亚娜（所向披靡）】活跃，并在选择时支付法盾费用？","A：是的。
【奇亚娜（所向披靡）】",,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
ef4dfc0d-eaa7-58ce-a6af-51f5ed852279,第一赛季区域公开赛-北京站赛后判例,1108988045816758312-13,Q：奇亚娜的“当我征服一处战场时”效果，抽牌与召出休眠符文的选择，是在触发时进行，还是在结算时进行？,A：结算时。,,,2025-09-05T04:00:00.000Z,2025-09-05T04:00:00.000Z
f871307f-d314-5f73-ace3-ae1a4ee06177,第一赛季区域公开赛-重庆站赛后判例,1111662951442415632-01,Q：（卡组检查）,"A：重庆赛中，依然出现了玩家放置比赛卡组的同空间中存在卡组表以外卡牌的情况。我们再次提醒，卡组检查时，选手备卡
应为清晰的0或8张。若选手提交备卡至裁判时存在8张以外的卡牌，或从多于8张的卡牌中挑选出8张备卡，将视为卡组卡
表不一致。裁判组将根据情节严重程度给予单局败北及以上的判罚。",,,2025-09-12T09:00:00.000Z,2025-09-12T09:00:00.000Z
eb5d9a23-5b4e-5f88-8b6a-8ce9dd4999fa,第一赛季区域公开赛-重庆站赛后判例,1111662951442415632-02,Q：（赛事组温馨提示第2条）,"A：回合开始的标准顺序为，唤醒阶段，开始阶段(包含回合开始时触发的效果、据守得分及据守时触发的效果），召出阶段
抽牌阶段。当玩家召出符文时，将默认为开始阶段被跳过，这可能导致游戏错误，请玩家们留意。
选手完成比赛核销后，将无法更改卡表内容。请选手在参赛前仔细核对填报的卡表信息与将在赛会中使用的卡组一致。

另外，修改比赛卡表的功能在官方小程序“我的活动”中，请注意修改卡表后需要再次上传活动卡组，不要因此导致比赛
受到影响。
赛季区域公开赛南部赛区（广州）、北部赛区（北京）赛后的相关判例也已于bilibili符文战场官方账号和符文",,,2025-09-12T09:00:00.000Z,2025-09-12T09:00:00.000Z
93264c98-4a81-513e-9a52-b291a7471ff3,第一赛季区域公开赛-重庆站赛后判例,1111662951442415632-03,"Q：在战斗结算时，场上我方存在战力为8（【无极剑圣（入门）】提供战力+2）的【易（锋芒毕现）】，场上对手存在1名战力为1的【警觉的哨兵】1名战力为2的【忠实的工坊主】以及1名战力为5的【艾克（溯时洄光）】。我能否给对手的【忠实的工坊主】分配8点伤害,从而不摧毁对手的【警觉的哨兵】和【艾克（溯时洄光）】？","A：不可以，你不可以对单位分配超过其战力的伤害（战力为“0""的单位除外)。",,,2025-09-12T09:00:00.000Z,2025-09-12T09:00:00.000Z
1b5b4222-9214-507b-8869-261694fdeaf5,第一赛季区域公开赛-重庆站赛后判例,1111662951442415632-04,Q：本回合中，我打出了【帝国谕令】，在战斗结算时，我方场上有1名战力为3的【先锋队长】，对手场上存在3名战力为8的【苍炎守护者】，我能否给每名【苍炎守护者】分配1点伤害，从而将3名【苍炎守护者】全部摧毁？,A：不可以。,,,2025-09-12T09:00:00.000Z,2025-09-12T09:00:00.000Z
c975985d-bd9c-53b3-84a2-70b2d5b8c06c,第一赛季区域公开赛-重庆站赛后判例,1111662951442415632-05,Q：奇亚娜的“当我征服一处战场时”效果，抽牌与召出休眠符文的选择，是在触发时进行，还是在结算时进行？,A：结算时。,,,2025-09-12T09:00:00.000Z,2025-09-12T09:00:00.000Z
fde63dfd-8352-5058-9392-6bc3786bb17a,第一赛季区域公开赛-杭州站赛后判例,1114291471444344833-01,Q：（）,A：广杭州,,,2025-09-19T11:00:00.000Z,2025-09-19T11:00:00.000Z
